0x,algorand,augur,basic-attention-token,binance-coin,bitcoin,bitcoin-cash,bitcoin-diamond,bitcoin-gold,bitcoin-sv,cardano,chainlink,cosmos,dash,decred,digibyte,dogecoin,enjin-coin,eos,ethereum,ethereum-classic,holo,huobi-token,icon,iota,kyber-network,lisk,litecoin,maker,monacoin,monero,multi-collateral-dai,nano,nem,neo,omisego,ontology,paxos-standard-token,qtum,ravencoin,ripple,siacoin,status,stellar,tether,tezos,theta-token,tron,trueusd,unus-sed-leo,usd-coin,vechain,waves,zcash,zilliqa
1.32953785892315,,40.9662180226199,0.305411814949872,14.7136385722163,7639.70312193913,1111.28657011822,2.95748182165174,46.2645285814703,,0.230280164456126,0.367971997893737,,331.243027509087,100.509113100577,0.035792646989045,0.003647699863787,0.10683259972133,14.5849419186064,598.27460732494,15.7185769031544,,5.11346685257361,2.83564014086871,1.89894665185511,1.53458753986016,9.62621057006613,121.946465416494,798.132092322437,3.40718217000722,170.534718481432,0.998234517100757,4.26101002078725,0.268261368582999,55.5172094870136,11.9601110976436,7.99475174933968,,14.4554514652272,,0.658682894352297,0.015871745381714,0.104274323738481,0.30388781810117,1.00166462577377,5.36952940811328,0.265490125879079,0.063511975235262,1.00415656780385,,,3.87843631032809,4.35515501444775,254.819099884238,0.127296657730703
1.28278459886669,,38.6187015127515,0.291943307660343,14.2263781822067,7582.79346813044,1118.96337612279,2.55479558774246,44.995931836686,,0.218748482230861,0.34428946005638,,322.39974744661,97.2155924742239,0.034481454828103,0.00357970200701,0.100600414565416,13.8412490183576,593.226087068211,15.5030302265524,,5.36093910598096,2.71694271927235,1.75527838916132,1.45319988709218,9.42589328429634,119.969240905221,791.671195812281,3.36287052447267,163.836663277696,1.00275648968955,4.01998236098986,0.252805979433532,53.748215087185,11.3792816714169,7.67997860882036,,13.9223345547272,,0.669322523237142,0.015241036364318,0.098886818198226,0.296861269951297,1.0086478578569,4.99621443339392,0.263441926979134,0.061930776929284,1.01010051691215,,,3.94398917210321,4.20465167616185,242.707163780796,0.122408994375718
1.24078935093552,,37.618069807764,0.277896249061821,14.755991181992,7491.30145614994,1088.80928395509,2.18145787026945,44.8910862117481,,0.211728271122927,0.32991801996351,,315.245310690357,98.6660770467002,0.033307153973464,0.003591758481122,0.098432897303551,13.6003580833035,586.15886894107,15.2739935854636,,5.89311134518732,2.63960396002041,1.71730771599385,1.40765117885562,8.99926406740739,117.771703188578,798.426653896893,3.30613565635963,163.367195585916,1.00242806943755,3.84151512923249,0.246759300934752,52.7843104646199,11.0927471713108,7.69664464635676,,13.5529226440682,,0.664164587524901,0.014748971579025,0.095451655529665,0.289348750448398,1.00316581658747,5.03673422605574,0.253544360348258,0.061485468651856,1.00826791864663,,,3.93519187854808,4.18863398748495,234.78717021094,0.121969907984717
1.29369944269831,,38.0196155429656,0.277646036738722,16.478103820094,7572.91512408048,1111.54147849065,2.49163689447122,45.0519263851793,,0.214995443400203,0.331802474092569,,315.355812750247,99.5368385433945,0.034259703975707,0.003700074371547,0.096617312915791,13.8165132991086,592.458966157973,15.3902901039667,,5.54807139875521,2.67137039120611,1.71713455366304,1.40425718956349,8.90994794659156,118.97900250198,798.47436124146,3.3000001625425,165.420494089981,0.997589277129838,3.87632335584127,0.250267582028699,53.2587956735258,11.1075282184169,8.22241106742349,,13.5987840992709,,0.67055986938676,0.015540696510684,0.096338837430268,0.293655129508724,0.99987530890593,4.98623107279825,0.25867143382339,0.062300950412707,1.00340665847277,,,4.07103221881754,4.29855651864562,235.183992354455,0.127122918844158
1.32641170289533,,39.4249936663959,0.27793030052232,16.9276538057308,7675.77413052462,1122.56266983089,2.64466711387903,45.2792096935485,,0.213674800125317,0.317399771685776,,315.974520176682,100.919579134952,0.034855262385613,0.00377161826063,0.107296080367299,13.9066213841895,597.036756457685,15.4891187738383,,5.60337992696135,2.65777759443852,1.71498405446536,1.40760828041705,8.82704808843916,119.956150850459,811.75590444697,3.30568020938368,167.140002882623,0.997952029929202,4.08647008824428,0.262751281874709,53.3658912399299,11.6204954583179,8.48934784639124,,13.6306701365271,,0.68011030957152,0.016731326607131,0.096925836921547,0.299297240911769,1.00751925260653,5.02009767445691,0.254391858255818,0.062424590297706,1.00354699001765,,,4.15087780136982,4.40676991164051,237.344207826076,0.133481074884692
1.28838993179079,,38.4983246780951,0.279447700679804,16.298802580526,7610.10231731341,1099.12721910431,2.63896316682534,44.2810659555463,,0.206725273696848,0.30696546845058,,311.525977785629,105.621045943685,0.034811479108616,0.003680558853096,0.108647381745329,13.9926236446968,590.359973042821,15.4592661856313,,5.74145353238064,2.58057668348526,1.69885657960056,1.36763223682424,8.61234624588804,118.717073413123,785.104988489073,3.2914185221979,160.861571782058,0.997500970271432,3.94201265070078,0.25347394992856,52.4020575426126,11.2243915614939,8.3477669455248,,13.4131654472583,,0.670827882847322,0.017796434530596,0.094629114376164,0.290557725786193,1.00708183970456,4.99589064417325,0.235969638589188,0.061273589946146,1.00904899786824,,,4.03843371776965,4.72090262780824,236.251665541392,0.127745632439036
1.27713248076883,,38.4333512879388,0.279631364733736,16.4423449433125,7658.53737107821,1119.38601034628,2.41802070654589,43.905509917358,,0.206257753070981,0.302009064951774,,305.767179762302,107.153582817101,0.037205007351651,0.003652297354878,0.107171043481708,14.4708089446306,603.201550110284,15.3507648526289,,5.61998343327355,2.548371041793,1.70092760660544,1.3595067626942,8.5468577037925,119.829030738299,792.061965175482,3.28392809093254,158.565022781753,0.999454524766635,3.91418785792354,0.25398554213001,52.6908529239167,11.0498529415742,8.31726759684251,,13.5293331665797,,0.673584344020542,0.017459265183233,0.094214265444518,0.286984924465554,1.00665298822976,5.05825372319766,0.223281994790187,0.05882736272895,1.00715046760382,,,3.99576269689246,4.53362258560955,236.030244533747,0.125393330371221
1.13942368810316,,35.2353535898767,0.24741749624007,14.9788813459826,7192.45038853945,1018.55036412625,2.17707220601811,40.4238663921918,,0.187999027678779,0.270940146807478,,286.754870495631,99.1137696962076,0.033708912793724,0.003360526484943,0.094241749775501,12.9406224715241,563.756648202144,14.1959870819253,,5.09904962305583,2.3030875276252,1.49381705431134,1.21256224092245,7.82241380667825,112.278711778661,746.826306880445,3.10986237298761,144.979427190795,0.997050621631987,3.53756701616513,0.232484959614994,48.7857906131987,10.0967755706626,7.34595563481925,,12.5655892678449,,0.621519366353283,0.01519448770181,0.087369784409239,0.263054783121534,1.00427717260834,4.76699951632789,0.192797575939582,0.052879524280063,1.00710039472623,,,3.73616755401734,4.00892168855869,219.500890859086,0.11196574557527
1.05036509710044,,32.7146656365077,0.230728011239584,14.5846079099325,6781.82190256151,936.801983586819,2.04708883762512,36.8356425204933,,0.172554561900971,0.24908085387018,,270.191329147773,94.1504353037843,0.031795503087034,0.003132060263412,0.086099609330832,11.1134212636552,528.067593510045,12.7363460069768,,4.72530306681036,2.10594276003775,1.37391275334233,1.11089066726584,7.1855399975631,106.45666816832,694.332487582346,2.97225780193199,136.636186960755,1.00059989818346,3.10366526792176,0.218169559491151,44.5759968066646,9.45231435469582,6.60732453087943,,11.6809649833851,,0.582719808118151,0.014079173796319,0.080196144245783,0.244530991586136,1.0028471710831,4.44324749589304,0.195231678218471,0.047392649107905,1.01062872473229,,,3.28280634399613,3.75625429350627,199.35586180122,0.099459485282166
0.992661271111706,,32.867871292456,0.222240183569078,15.5840083453571,6788.08293767725,925.037244736414,2.08230090299077,37.0605558997453,,0.172045003601083,0.25539449919515,,271.279316383675,91.9274940396935,0.030895749787003,0.003163368890404,0.089633893471616,10.894923326397,523.153256265955,15.1189753129371,,4.75288554909031,2.05008607419611,1.36669773906068,1.1022987289203,7.053227989308,105.235184258137,680.603050571015,2.96228699064845,132.583430047194,0.995902644865796,3.01118634030565,0.216778845961276,44.2247037365589,9.53221942255773,6.61496691862752,,11.8835068375415,,0.582949146335935,0.013528754091741,0.07990566983777,0.242845867349744,1.0011301577318,4.39459658679641,0.194090684702901,0.046562447276684,1.00879539514648,,,3.28123832200058,3.73887806864808,204.72105116892,0.097239551986589
