binance-coin,bitcoin,cardano,chainlink,enjin-coin,huobi-token,kyber-network,monacoin,monero,multi-collateral-dai,nano,status,stellar,tether,theta-token
14.7136385722163,7639.70312193913,0.230280164456126,0.367971997893737,0.10683259972133,5.11346685257361,1.53458753986016,3.40718217000722,170.534718481432,0.998234517100757,4.26101002078725,0.104274323738481,0.30388781810117,1.00166462577377,0.265490125879079
14.2263781822067,7582.79346813044,0.218748482230861,0.34428946005638,0.100600414565416,5.36093910598096,1.45319988709218,3.36287052447267,163.836663277696,1.00275648968955,4.01998236098986,0.098886818198226,0.296861269951297,1.0086478578569,0.263441926979134
14.755991181992,7491.30145614994,0.211728271122927,0.32991801996351,0.098432897303551,5.89311134518732,1.40765117885562,3.30613565635963,163.367195585916,1.00242806943755,3.84151512923249,0.095451655529665,0.289348750448398,1.00316581658747,0.253544360348258
16.478103820094,7572.91512408048,0.214995443400203,0.331802474092569,0.096617312915791,5.54807139875521,1.40425718956349,3.3000001625425,165.420494089981,0.997589277129838,3.87632335584127,0.096338837430268,0.293655129508724,0.99987530890593,0.25867143382339
16.9276538057308,7675.77413052462,0.213674800125317,0.317399771685776,0.107296080367299,5.60337992696135,1.40760828041705,3.30568020938368,167.140002882623,0.997952029929202,4.08647008824428,0.096925836921547,0.299297240911769,1.00751925260653,0.254391858255818
16.298802580526,7610.10231731341,0.206725273696848,0.30696546845058,0.108647381745329,5.74145353238064,1.36763223682424,3.2914185221979,160.861571782058,0.997500970271432,3.94201265070078,0.094629114376164,0.290557725786193,1.00708183970456,0.235969638589188
16.4423449433125,7658.53737107821,0.206257753070981,0.302009064951774,0.107171043481708,5.61998343327355,1.3595067626942,3.28392809093254,158.565022781753,0.999454524766635,3.91418785792354,0.094214265444518,0.286984924465554,1.00665298822976,0.223281994790187
14.9788813459826,7192.45038853945,0.187999027678779,0.270940146807478,0.094241749775501,5.09904962305583,1.21256224092245,3.10986237298761,144.979427190795,0.997050621631987,3.53756701616513,0.087369784409239,0.263054783121534,1.00427717260834,0.192797575939582
14.5846079099325,6781.82190256151,0.172554561900971,0.24908085387018,0.086099609330832,4.72530306681036,1.11089066726584,2.97225780193199,136.636186960755,1.00059989818346,3.10366526792176,0.080196144245783,0.244530991586136,1.0028471710831,0.195231678218471
15.5840083453571,6788.08293767725,0.172045003601083,0.25539449919515,0.089633893471616,4.75288554909031,1.1022987289203,2.96228699064845,132.583430047194,0.995902644865796,3.01118634030565,0.07990566983777,0.242845867349744,1.0011301577318,0.194090684702901
15.0235706694661,6474.82404960544,0.158316262551242,0.21934865124173,0.079433238788286,4.39623827452538,0.979334336619388,2.77421996847896,121.60973196995,0.999469540102825,2.60493805930464,0.074343785374484,0.222892711214616,1.00056243367592,0.169659538732988
14.6039913399584,6505.47618810711,0.166619427818044,0.228568277792598,0.079062776888169,4.42597070850728,0.995374669003319,2.74988555815058,128.697355731782,0.996982403561376,2.79842731707669,0.078348225960032,0.230981987422743,1.0011683674387,0.167581303571554
15.0957685966119,6568.15055809514,0.166081880530634,0.232618769932006,0.079471274198946,4.41514036204845,1.01962602415893,2.74286137980688,127.997922181835,0.989955606912332,2.7788282745562,0.077140670682429,0.237191648861982,1.00135814589498,0.166929233729935
15.5853359003582,6493.52187097576,0.162952653764414,0.221985451108793,0.07712763212875,4.35241527123149,0.991644218802361,2.68842771733643,126.031764966267,0.99512591217699,2.67474059771492,0.075695193640941,0.23065324422301,1.00599907155038,0.163595317824664
16.5784240977897,6543.93924511072,0.163322853906629,0.21737748620583,0.077177994546301,4.39242694111286,0.995422169377515,2.68286571853001,125.291870495262,1.00036789049659,2.72215988574594,0.075177057077891,0.231517771092967,1.00617970730315,0.162449522649267
16.8755958096885,6540.40337757868,0.160803090364705,0.208800538879165,0.072520817508382,4.32228280418221,0.98617513391876,2.64017027550678,123.888060787625,0.994275102259497,2.68687295962934,0.073832795013175,0.228772514057317,1.00218495378263,0.155615871890512
16.5742999649506,6732.82048939119,0.164743142953638,0.215261023557478,0.072582323529059,4.66973969726232,1.01171735047684,2.67180028810188,127.173460772287,0.996165069226989,2.78464408821097,0.075281526451359,0.234272254926546,1.0022881251052,0.154869752804207
